"Class","FriendlyName","InstanceId","Problem","ConfigManagerErrorCode","ProblemDescription","Caption","Description","InstallDate","Name","Status","Availability","ConfigManagerUserConfig","CreationClassName","DeviceID","ErrorCleared","ErrorDescription","LastErrorCode","PNPDeviceID","PowerManagementCapabilities","PowerManagementSupported","StatusInfo","SystemCreationClassName","SystemName","ClassGuid","CompatibleID","HardwareID","Manufacturer","PNPClass","Present","Service","PSComputerName"
"USB","USB Root Hub (USB 3.0)","USB\ROOT_HUB30\5&3538454C&0&0","CM_PROB_NONE","CM_PROB_NONE",,"USB Root Hub (USB 3.0)","USB Root Hub (USB 3.0)",,"USB Root Hub (USB 3.0)","OK",,"False","Win32_PnPEntity","USB\ROOT_HUB30\5&3538454C&0&0",,,,"USB\ROOT_HUB30\5&3538454C&0&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{36fc9e60-c465-11cf-8056-444553540000}",,"System.String[]","(Standard USB HUBs)","USB","True","USBHUB3",
"SecurityDevices","Trusted Platform Module 2.0","ACPI\MSFT0101\1","CM_PROB_NONE","CM_PROB_NONE",,"Trusted Platform Module 2.0","Trusted Platform Module 2.0",,"Trusted Platform Module 2.0","OK",,"False","Win32_PnPEntity","ACPI\MSFT0101\1",,,,"ACPI\MSFT0101\1",,,,"Win32_ComputerSystem","ROG-LUCCI","{d94ee5d8-d189-4994-83d2-f68d7d41b0e6}",,"System.String[]","(Standard)","SecurityDevices","True","TPM",
"USB","USB4 Root Router (1.0)","USB4\ROOT_DEVICE_ROUTER&VID_1022&PID_1668\5&66DD325&0&0","CM_PROB_NONE","CM_PROB_NONE",,"USB4 Root Router (1.0)","USB4 Root Router",,"USB4 Root Router (1.0)","OK",,"False","Win32_PnPEntity","USB4\ROOT_DEVICE_ROUTER&VID_1022&PID_1668\5&66DD325&0&0",,,,"USB4\ROOT_DEVICE_ROUTER&VID_1022&PID_1668\5&66DD325&0&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{36fc9e60-c465-11cf-8056-444553540000}","System.String[]","System.String[]","Generic USB4 Device Router","USB","True","Usb4DeviceRouter",
"Camera","USB2.0 IR UVC WebCam","USB\VID_3277&PID_0051&MI_02\7&204645B8&0&0002","CM_PROB_NONE","CM_PROB_NONE",,"USB2.0 IR UVC WebCam","USB Video Device",,"USB2.0 IR UVC WebCam","OK",,"False","Win32_PnPEntity","USB\VID_3277&PID_0051&MI_02\7&204645B8&0&0002",,,,"USB\VID_3277&PID_0051&MI_02\7&204645B8&0&0002",,,,"Win32_ComputerSystem","ROG-LUCCI","{ca3e7ab9-b4c3-4ae6-8251-579ef933890f}","System.String[]","System.String[]","Microsoft","Camera","True","usbvideo",
"System","AMD Micro PEP Device","ACPI\AMDI0009\1","CM_PROB_NONE","CM_PROB_NONE",,"AMD Micro PEP Device","AMD Micro PEP Device",,"AMD Micro PEP Device","OK",,"False","Win32_PnPEntity","ACPI\AMDI0009\1",,,,"ACPI\AMDI0009\1",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Advanced Micro Devices, Inc.","System","True","AmdMicroPEP",
"HIDClass","HID-compliant vendor-defined device","HID\VID_0B05&PID_19B6&COL05\7&2A3AB815&0&0004","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant vendor-defined device","HID-compliant vendor-defined device",,"HID-compliant vendor-defined device","OK",,"False","Win32_PnPEntity","HID\VID_0B05&PID_19B6&COL05\7&2A3AB815&0&0004",,,,"HID\VID_0B05&PID_19B6&COL05\7&2A3AB815&0&0004",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","(Standard system devices)","HIDClass","True",,
"System","Motherboard resources","ACPI\PNP0C02\90","CM_PROB_NONE","CM_PROB_NONE",,"Motherboard resources","Motherboard resources",,"Motherboard resources","OK",,"False","Win32_PnPEntity","ACPI\PNP0C02\90",,,,"ACPI\PNP0C02\90",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard system devices)","System","True",,
"HIDClass","HID-compliant system controller","HID\VID_046D&PID_C53F&MI_01&COL03\8&19DCA620&0&0002","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant system controller","HID-compliant system controller",,"HID-compliant system controller","OK",,"False","Win32_PnPEntity","HID\VID_046D&PID_C53F&MI_01&COL03\8&19DCA620&0&0002",,,,"HID\VID_046D&PID_C53F&MI_01&COL03\8&19DCA620&0&0002",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","(Standard system devices)","HIDClass","True",,
"System","Microsoft ACPI-Compliant Embedded Controller","ACPI\PNP0C09\4&27C19A4E&0","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft ACPI-Compliant Embedded Controller","Microsoft ACPI-Compliant Embedded Controller",,"Microsoft ACPI-Compliant Embedded Controller","OK",,"False","Win32_PnPEntity","ACPI\PNP0C09\4&27C19A4E&0",,,,"ACPI\PNP0C09\4&27C19A4E&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard system devices)","System","True",,
"USB","LIGHTSPEED Receiver","USB\VID_046D&PID_C53F\6&4420B4E&0&1","CM_PROB_NONE","CM_PROB_NONE",,"LIGHTSPEED Receiver","LIGHTSPEED Receiver",,"LIGHTSPEED Receiver","OK",,"False","Win32_PnPEntity","USB\VID_046D&PID_C53F\6&4420B4E&0&1",,,,"USB\VID_046D&PID_C53F\6&4420B4E&0&1",,,,"Win32_ComputerSystem","ROG-LUCCI","{36fc9e60-c465-11cf-8056-444553540000}","System.String[]","System.String[]","Logitech","USB","True","usbccgp",
"SoftwareDevice","Wi-Fi","SWD\RADIO\{92DF0D24-FBF2-4797-A8AB-596ED816B305}","CM_PROB_NONE","CM_PROB_NONE",,"Wi-Fi","Generic software device",,"Wi-Fi","OK",,"False","Win32_PnPEntity","SWD\RADIO\{92DF0D24-FBF2-4797-A8AB-596ED816B305}",,,,"SWD\RADIO\{92DF0D24-FBF2-4797-A8AB-596ED816B305}",,,,"Win32_ComputerSystem","ROG-LUCCI","{62f9c741-b25a-46ce-b54c-9bccce08b6f2}","System.String[]",,"Microsoft","SoftwareDevice","True",,
"System","System timer","ACPI\PNP0100\4&27C19A4E&0","CM_PROB_NONE","CM_PROB_NONE",,"System timer","System timer",,"System timer","OK",,"False","Win32_PnPEntity","ACPI\PNP0100\4&27C19A4E&0",,,,"ACPI\PNP0100\4&27C19A4E&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard system devices)","System","True",,
"USB","AMD USB 3.10 eXtensible Host Controller - 1.20 (Microsoft)","PCI\VEN_1022&DEV_15B9&SUBSYS_201F1043&REV_00\4&98C338A&0&0341","CM_PROB_NONE","CM_PROB_NONE",,"AMD USB 3.10 eXtensible Host Controller - 1.20 (Microsoft)","USB xHCI Compliant Host Controller",,"AMD USB 3.10 eXtensible Host Controller - 1.20 (Microsoft)","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_15B9&SUBSYS_201F1043&REV_00\4&98C338A&0&0341",,,,"PCI\VEN_1022&DEV_15B9&SUBSYS_201F1043&REV_00\4&98C338A&0&0341",,,,"Win32_ComputerSystem","ROG-LUCCI","{36fc9e60-c465-11cf-8056-444553540000}","System.String[]","System.String[]","Generic USB xHCI Host Controller","USB","True","USBXHCI",
"SoftwareComponent","Windows Studio Effects Camera","SWD\DRIVERENUM\MEP_CAMERA_COMPONENT&6&310D9097&0","CM_PROB_NONE","CM_PROB_NONE",,"Windows Studio Effects Camera","Windows Camera Effects",,"Windows Studio Effects Camera","OK",,"False","Win32_PnPEntity","SWD\DRIVERENUM\MEP_CAMERA_COMPONENT&6&310D9097&0",,,,"SWD\DRIVERENUM\MEP_CAMERA_COMPONENT&6&310D9097&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{5c4c3332-344d-483c-8739-259e934c9cc8}","System.String[]","System.String[]","Microsoft Corporation","SoftwareComponent","True","UmPass",
"Volume","Volume","STORAGE\VOLUME\{6CE7DCAB-AE9D-11EE-B639-806E6F6E6963}#0000000011500000","CM_PROB_NONE","CM_PROB_NONE",,"Volume","Volume",,"Volume","OK",,"False","Win32_PnPEntity","STORAGE\VOLUME\{6CE7DCAB-AE9D-11EE-B639-806E6F6E6963}#0000000011500000",,,,"STORAGE\VOLUME\{6CE7DCAB-AE9D-11EE-B639-806E6F6E6963}#0000000011500000",,,,"Win32_ComputerSystem","ROG-LUCCI","{71a27cdd-812a-11d0-bec7-08002be2092f}",,"System.String[]","Microsoft","Volume","True","volume",
"System","PCI standard host CPU bridge","PCI\VEN_1022&DEV_14F6&SUBSYS_00000000&REV_00\3&11583659&0&C6","CM_PROB_NONE","CM_PROB_NONE",,"PCI standard host CPU bridge","PCI standard host CPU bridge",,"PCI standard host CPU bridge","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14F6&SUBSYS_00000000&REV_00\3&11583659&0&C6",,,,"PCI\VEN_1022&DEV_14F6&SUBSYS_00000000&REV_00\3&11583659&0&C6",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True",,
"System","Microsoft Hyper-V Virtual Disk Server","ROOT\STORVSP\0000","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Hyper-V Virtual Disk Server","Microsoft Hyper-V Virtual Disk Server",,"Microsoft Hyper-V Virtual Disk Server","OK",,"False","Win32_PnPEntity","ROOT\STORVSP\0000",,,,"ROOT\STORVSP\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","storvsp",
"MEDIA","NVIDIA Broadcast","ROOT\UNNAMED_DEVICE\0000","CM_PROB_NONE","CM_PROB_NONE",,"NVIDIA Broadcast","NVIDIA Broadcast",,"NVIDIA Broadcast","OK",,"False","Win32_PnPEntity","ROOT\UNNAMED_DEVICE\0000",,,,"ROOT\UNNAMED_DEVICE\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e96c-e325-11ce-bfc1-08002be10318}",,"System.String[]","NVIDIA","MEDIA","True","nvrtxvad_WaveExtensible",
"MEDIA","NVIDIA Virtual Audio Device (Wave Extensible) (WDM)","ROOT\UNNAMED_DEVICE\0001","CM_PROB_NONE","CM_PROB_NONE",,"NVIDIA Virtual Audio Device (Wave Extensible) (WDM)","NVIDIA Virtual Audio Device (Wave Extensible) (WDM)",,"NVIDIA Virtual Audio Device (Wave Extensible) (WDM)","OK",,"False","Win32_PnPEntity","ROOT\UNNAMED_DEVICE\0001",,,,"ROOT\UNNAMED_DEVICE\0001",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e96c-e325-11ce-bfc1-08002be10318}",,"System.String[]","NVIDIA","MEDIA","True","nvvad_WaveExtensible",
"NvModuleTracker","NvModuleTracker Device","ROOT\UNNAMED_DEVICE\0002","CM_PROB_NONE","CM_PROB_NONE",,"NvModuleTracker Device","NvModuleTracker Device",,"NvModuleTracker Device","OK",,"False","Win32_PnPEntity","ROOT\UNNAMED_DEVICE\0002",,,,"ROOT\UNNAMED_DEVICE\0002",,,,"Win32_ComputerSystem","ROG-LUCCI","{aa018edf-4915-415e-9c17-d7ebec8917d2}",,"System.String[]","NVIDIA","NvModuleTracker","True","NvModuleTracker",
"Net","MediaTek Wi-Fi 6E MT7922 (RZ616) 160MHz Wireless LAN Card","PCI\VEN_14C3&DEV_0616&SUBSYS_E0DF105B&REV_00\4&2D784172&0&0012","CM_PROB_NONE","CM_PROB_NONE",,"MediaTek Wi-Fi 6E MT7922 (RZ616) 160MHz Wireless LAN Card","MediaTek Wi-Fi 6E MT7922 (RZ616) 160MHz Wireless LAN Card",,"MediaTek Wi-Fi 6E MT7922 (RZ616) 160MHz Wireless LAN Card","OK",,"False","Win32_PnPEntity","PCI\VEN_14C3&DEV_0616&SUBSYS_E0DF105B&REV_00\4&2D784172&0&0012",,,,"PCI\VEN_14C3&DEV_0616&SUBSYS_E0DF105B&REV_00\4&2D784172&0&0012",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e972-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","MediaTek, Inc.","Net","True","mtkwlex",
"SoftwareDevice","Microsoft GS Wavetable Synth","SWD\MMDEVAPI\MICROSOFTGSWAVETABLESYNTH","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft GS Wavetable Synth","Generic software device",,"Microsoft GS Wavetable Synth","OK",,"False","Win32_PnPEntity","SWD\MMDEVAPI\MICROSOFTGSWAVETABLESYNTH",,,,"SWD\MMDEVAPI\MICROSOFTGSWAVETABLESYNTH",,,,"Win32_ComputerSystem","ROG-LUCCI","{62f9c741-b25a-46ce-b54c-9bccce08b6f2}","System.String[]",,"Microsoft","SoftwareDevice","True",,
"System","ACPI Power Button","ACPI\PNP0C0C\AA","CM_PROB_NONE","CM_PROB_NONE",,"ACPI Power Button","ACPI Power Button",,"ACPI Power Button","OK",,"False","Win32_PnPEntity","ACPI\PNP0C0C\AA",,,,"ACPI\PNP0C0C\AA",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard system devices)","System","True",,
"MEDIA","Realtek(R) Audio","HDAUDIO\FUNC_01&VEN_10EC&DEV_0285&SUBSYS_10431B13&REV_1000\5&25F37FC2&0&0001","CM_PROB_NONE","CM_PROB_NONE",,"Realtek(R) Audio","Realtek High Definition Audio",,"Realtek(R) Audio","OK",,"False","Win32_PnPEntity","HDAUDIO\FUNC_01&VEN_10EC&DEV_0285&SUBSYS_10431B13&REV_1000\5&25F37FC2&0&0001",,,,"HDAUDIO\FUNC_01&VEN_10EC&DEV_0285&SUBSYS_10431B13&REV_1000\5&25F37FC2&0&0001",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e96c-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Realtek","MEDIA","True","IntcAzAudAddService",
"HIDClass","HID-compliant vendor-defined device","HID\VID_046D&PID_C53F&MI_02&COL03\8&6AC89E2&0&0002","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant vendor-defined device","HID-compliant vendor-defined device",,"HID-compliant vendor-defined device","OK",,"False","Win32_PnPEntity","HID\VID_046D&PID_C53F&MI_02&COL03\8&6AC89E2&0&0002",,,,"HID\VID_046D&PID_C53F&MI_02&COL03\8&6AC89E2&0&0002",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","(Standard system devices)","HIDClass","True",,
"HIDClass","HID-compliant vendor-defined device","HID\VID_046D&PID_C53F&MI_02&COL02\8&6AC89E2&0&0001","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant vendor-defined device","HID-compliant vendor-defined device",,"HID-compliant vendor-defined device","OK",,"False","Win32_PnPEntity","HID\VID_046D&PID_C53F&MI_02&COL02\8&6AC89E2&0&0001",,,,"HID\VID_046D&PID_C53F&MI_02&COL02\8&6AC89E2&0&0001",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","(Standard system devices)","HIDClass","True",,
"System","AMD Crash Defender","ROOT\AMDLOG\0000","CM_PROB_NONE","CM_PROB_NONE",,"AMD Crash Defender","AMD Crash Defender",,"AMD Crash Defender","OK",,"False","Win32_PnPEntity","ROOT\AMDLOG\0000",,,,"ROOT\AMDLOG\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","AMD","System","True","amdfendrmgr",
"System","NDIS Virtual Network Adapter Enumerator","ROOT\NDISVIRTUALBUS\0000","CM_PROB_NONE","CM_PROB_NONE",,"NDIS Virtual Network Adapter Enumerator","NDIS Virtual Network Adapter Enumerator",,"NDIS Virtual Network Adapter Enumerator","OK",,"False","Win32_PnPEntity","ROOT\NDISVIRTUALBUS\0000",,,,"ROOT\NDISVIRTUALBUS\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","NdisVirtualBus",
"System","AMD I2C Controller","ACPI\AMDI0010\0","CM_PROB_NONE","CM_PROB_NONE",,"AMD I2C Controller","AMD I2C Controller",,"AMD I2C Controller","OK",,"False","Win32_PnPEntity","ACPI\AMDI0010\0",,,,"ACPI\AMDI0010\0",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Advanced Micro Devices, Inc.","System","True","amdi2c",
"System","AMD I2C Controller","ACPI\AMDI0010\1","CM_PROB_NONE","CM_PROB_NONE",,"AMD I2C Controller","AMD I2C Controller",,"AMD I2C Controller","OK",,"False","Win32_PnPEntity","ACPI\AMDI0010\1",,,,"ACPI\AMDI0010\1",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Advanced Micro Devices, Inc.","System","True","amdi2c",
"System","AMD I2C Controller","ACPI\AMDI0010\3","CM_PROB_NONE","CM_PROB_NONE",,"AMD I2C Controller","AMD I2C Controller",,"AMD I2C Controller","OK",,"False","Win32_PnPEntity","ACPI\AMDI0010\3",,,,"ACPI\AMDI0010\3",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Advanced Micro Devices, Inc.","System","True","amdi2c",
"SoftwareDevice","NVIDIA Platform Controllers and Framework","ACPI\NVDA0820\NPCF","CM_PROB_NONE","CM_PROB_NONE",,"NVIDIA Platform Controllers and Framework","NVIDIA Platform Controllers and Framework",,"NVIDIA Platform Controllers and Framework","OK",,"False","Win32_PnPEntity","ACPI\NVDA0820\NPCF",,,,"ACPI\NVDA0820\NPCF",,,,"Win32_ComputerSystem","ROG-LUCCI","{62f9c741-b25a-46ce-b54c-9bccce08b6f2}",,"System.String[]","NVIDIA","SoftwareDevice","True","nvpcf",
"SoftwareComponent","Realtek OVWrap2 Component","SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKOVWRAP2&6&2F162A73&0","CM_PROB_NONE","CM_PROB_NONE",,"Realtek OVWrap2 Component","Realtek OVWrap2 Component",,"Realtek OVWrap2 Component","OK",,"False","Win32_PnPEntity","SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKOVWRAP2&6&2F162A73&0",,,,"SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKOVWRAP2&6&2F162A73&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{5c4c3332-344d-483c-8739-259e934c9cc8}","System.String[]","System.String[]","Realtek","SoftwareComponent","True",,
"HIDClass","HID-compliant vendor-defined device","HID\VID_046D&PID_C53F&MI_02&COL01\8&6AC89E2&0&0000","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant vendor-defined device","HID-compliant vendor-defined device",,"HID-compliant vendor-defined device","OK",,"False","Win32_PnPEntity","HID\VID_046D&PID_C53F&MI_02&COL01\8&6AC89E2&0&0000",,,,"HID\VID_046D&PID_C53F&MI_02&COL01\8&6AC89E2&0&0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","(Standard system devices)","HIDClass","True",,
"SoftwareDevice","Bluetooth","SWD\RADIO\BLUETOOTH_4C82A9972D92","CM_PROB_NONE","CM_PROB_NONE",,"Bluetooth","Generic software device",,"Bluetooth","OK",,"False","Win32_PnPEntity","SWD\RADIO\BLUETOOTH_4C82A9972D92",,,,"SWD\RADIO\BLUETOOTH_4C82A9972D92",,,,"Win32_ComputerSystem","ROG-LUCCI","{62f9c741-b25a-46ce-b54c-9bccce08b6f2}","System.String[]",,"Microsoft","SoftwareDevice","True",,
"AudioProcessingObject","Realtek Audio Effects Component (INT)","SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKINTAPO&6&2F162A73&0","CM_PROB_NONE","CM_PROB_NONE",,"Realtek Audio Effects Component (INT)","Realtek Audio Effects Component",,"Realtek Audio Effects Component (INT)","OK",,"False","Win32_PnPEntity","SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKINTAPO&6&2F162A73&0",,,,"SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKINTAPO&6&2F162A73&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{5989fce8-9cd0-467d-8a6a-5419e31529d4}","System.String[]","System.String[]","Realtek","AudioProcessingObject","True",,
"System","PCI standard host CPU bridge","PCI\VEN_1022&DEV_14F3&SUBSYS_00000000&REV_00\3&11583659&0&C3","CM_PROB_NONE","CM_PROB_NONE",,"PCI standard host CPU bridge","PCI standard host CPU bridge",,"PCI standard host CPU bridge","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14F3&SUBSYS_00000000&REV_00\3&11583659&0&C3",,,,"PCI\VEN_1022&DEV_14F3&SUBSYS_00000000&REV_00\3&11583659&0&C3",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True",,
"USB","USB Composite Device","USB\VID_0489&PID_E0F6\000000000","CM_PROB_NONE","CM_PROB_NONE",,"USB Composite Device","USB Composite Device",,"USB Composite Device","OK",,"False","Win32_PnPEntity","USB\VID_0489&PID_E0F6\000000000",,,,"USB\VID_0489&PID_E0F6\000000000",,,,"Win32_ComputerSystem","ROG-LUCCI","{36fc9e60-c465-11cf-8056-444553540000}","System.String[]","System.String[]","(Standard USB Host Controller)","USB","True","usbccgp",
"SCSIAdapter","Microsoft VHD Loopback Controller","{8E7BD593-6E6C-4C52-86A6-77175494DD8E}\MSVHDHBA\1&3030E83&0&01","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft VHD Loopback Controller","Microsoft VHD Loopback Controller",,"Microsoft VHD Loopback Controller","OK",,"False","Win32_PnPEntity","{8E7BD593-6E6C-4C52-86A6-77175494DD8E}\MSVHDHBA\1&3030E83&0&01",,,,"{8E7BD593-6E6C-4C52-86A6-77175494DD8E}\MSVHDHBA\1&3030E83&0&01",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97b-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","SCSIAdapter","True","vhdmp",
"HIDClass","HID-compliant vendor-defined device","HID\VID_0B05&PID_19B6&COL01\7&2A3AB815&0&0000","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant vendor-defined device","HID-compliant vendor-defined device",,"HID-compliant vendor-defined device","OK",,"False","Win32_PnPEntity","HID\VID_0B05&PID_19B6&COL01\7&2A3AB815&0&0000",,,,"HID\VID_0B05&PID_19B6&COL01\7&2A3AB815&0&0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","(Standard system devices)","HIDClass","True",,
"HIDClass","HID-compliant vendor-defined device","HID\VID_0B05&PID_19B6&COL06\7&2A3AB815&0&0005","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant vendor-defined device","HID-compliant vendor-defined device",,"HID-compliant vendor-defined device","OK",,"False","Win32_PnPEntity","HID\VID_0B05&PID_19B6&COL06\7&2A3AB815&0&0005",,,,"HID\VID_0B05&PID_19B6&COL06\7&2A3AB815&0&0005",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","(Standard system devices)","HIDClass","True",,
"System","Motherboard resources","ACPI\PNP0C02\700","CM_PROB_NONE","CM_PROB_NONE",,"Motherboard resources","Motherboard resources",,"Motherboard resources","OK",,"False","Win32_PnPEntity","ACPI\PNP0C02\700",,,,"ACPI\PNP0C02\700",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard system devices)","System","True",,
"Volume","Volume","STORAGE\VOLUME\{6CE7DCAB-AE9D-11EE-B639-806E6F6E6963}#000000EE67600000","CM_PROB_NONE","CM_PROB_NONE",,"Volume","Volume",,"Volume","OK",,"False","Win32_PnPEntity","STORAGE\VOLUME\{6CE7DCAB-AE9D-11EE-B639-806E6F6E6963}#000000EE67600000",,,,"STORAGE\VOLUME\{6CE7DCAB-AE9D-11EE-B639-806E6F6E6963}#000000EE67600000",,,,"Win32_ComputerSystem","ROG-LUCCI","{71a27cdd-812a-11d0-bec7-08002be2092f}",,"System.String[]","Microsoft","Volume","True","volume",
"HIDClass","HID-compliant vendor-defined device","HID\VID_046D&PID_C53F&MI_01&COL04\8&19DCA620&0&0003","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant vendor-defined device","HID-compliant vendor-defined device",,"HID-compliant vendor-defined device","OK",,"False","Win32_PnPEntity","HID\VID_046D&PID_C53F&MI_01&COL04\8&19DCA620&0&0003",,,,"HID\VID_046D&PID_C53F&MI_01&COL04\8&19DCA620&0&0003",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","(Standard system devices)","HIDClass","True",,
"System","AMD PCI","PCI\VEN_1022&DEV_14EC&SUBSYS_14EC1022&REV_00\4&1BE72DC0&0&0043","CM_PROB_NONE","CM_PROB_NONE",,"AMD PCI","AMD PCI",,"AMD PCI","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14EC&SUBSYS_14EC1022&REV_00\4&1BE72DC0&0&0043",,,,"PCI\VEN_1022&DEV_14EC&SUBSYS_14EC1022&REV_00\4&1BE72DC0&0&0043",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Advanced Micro Devices, Inc","System","True",,
"Volume","Volume","STORAGE\VOLUME\{6CE7DCAB-AE9D-11EE-B639-806E6F6E6963}#0000000010500000","CM_PROB_NONE","CM_PROB_NONE",,"Volume","Volume",,"Volume","OK",,"False","Win32_PnPEntity","STORAGE\VOLUME\{6CE7DCAB-AE9D-11EE-B639-806E6F6E6963}#0000000010500000",,,,"STORAGE\VOLUME\{6CE7DCAB-AE9D-11EE-B639-806E6F6E6963}#0000000010500000",,,,"Win32_ComputerSystem","ROG-LUCCI","{71a27cdd-812a-11d0-bec7-08002be2092f}",,"System.String[]","Microsoft","Volume","True","volume",
"Volume","Volume","STORAGE\VOLUME\{6CE7DCAB-AE9D-11EE-B639-806E6F6E6963}#000000E7E7600000","CM_PROB_NONE","CM_PROB_NONE",,"Volume","Volume",,"Volume","OK",,"False","Win32_PnPEntity","STORAGE\VOLUME\{6CE7DCAB-AE9D-11EE-B639-806E6F6E6963}#000000E7E7600000",,,,"STORAGE\VOLUME\{6CE7DCAB-AE9D-11EE-B639-806E6F6E6963}#000000E7E7600000",,,,"Win32_ComputerSystem","ROG-LUCCI","{71a27cdd-812a-11d0-bec7-08002be2092f}",,"System.String[]","Microsoft","Volume","True","volume",
